,gene,lr,p,ddf,p_corrected
16027,TOPORS,0.8736331921468263,0.34995144729704053,1.0,0.8383979551404448
16028,TOR1A,0.03161482519362835,0.8588756629555441,1.0,0.9756887960160767
16029,TOR1AIP1,1.6292371795655072,0.20180858980081195,1.0,0.7475138263827793
16030,TOR1AIP2,1.1030110315941783,0.29360625711207666,1.0,0.8108556908795245
16031,TOR1B,0.059623276696129324,0.8070923606894033,1.0,0.9643980208069592
16032,TOR2A,0.10234100739307905,0.7490382166471118,1.0,0.95166474537278
16033,TOR3A,2.851336195227077,0.09129802796568823,1.0,0.6334935074356687
16034,TOR4A,0.11216332783305916,0.7376945328981493,1.0,0.9495633261231485
16035,TOX,0.8380426830899523,0.35995716507397757,1.0,0.8440843782462324
16036,TOX2,1.3550750171773416,0.24439285115273152,1.0,0.7809089268724408
16037,TOX3,0.09259170513405479,0.7609078379494318,1.0,0.9548692079963371
16038,TOX4,0.6976313512082015,0.40358074096067964,1.0,0.8629954482287194
16039,TP53,3.943789289856568,0.04704469494458139,1.0,0.5505177430700361
16040,TP53AIP1,0.07420926465397315,0.7853038823783256,1.0,0.9584160354331945
16041,TP53BP1,1.1868261330623682,0.2759706989440906,1.0,0.7997593859103569
16042,TP53BP2,0.9895568624633597,0.3198507052951994,1.0,0.8264240622816627
16043,TP53I11,0.47856178216625267,0.4890744933932025,1.0,0.8921864926081059
16044,TP53I13,0.08550048988854542,0.7699772395436288,1.0,0.9555971061769865
16045,TP53I3,2.2627753099500296,0.13251638790441625,1.0,0.6890339844257334
16046,TP53INP1,0.4113460986040991,0.5212870684380292,1.0,0.9004998670355833
16047,TP53INP2,4.256734134426097,0.03909501352703377,1.0,0.5292909476027682
16048,TP53RK,1.117025966375877,0.29055974269750884,1.0,0.8087464931283097
16049,TP53TG5,1.3267278383298162,0.24938817398609736,1.0,0.7862548549708201
16050,TP63,12.738246512525166,0.0003582534138892537,1.0,0.12760986602735216
16051,TP73,0.7324810593718212,0.3920801608540425,1.0,0.8576995505144553
16052,TPBG,7.128958651923313,0.0075848765804769685,1.0,0.32788022305411363
16053,TPBGL,0.10524180428865293,0.7456277009986567,1.0,0.9510676069312576
16054,TPCN1,0.030584318799583343,0.8611709953236047,1.0,0.9756887960160767
16055,TPCN2,0.02917188517858449,0.8643827666128439,1.0,0.9759033343418678
16056,TPD52,0.12974589401619596,0.7186956502661952,1.0,0.9452688310335324
16057,TPD52L1,0.04320972535560941,0.8353308713513272,1.0,0.9702257623448433
16058,TPD52L2,1.4248837254187947,0.23260123543997893,1.0,0.770766081120733
16059,TPD52L3,0.22828405785912764,0.6327991029443041,1.0,0.9247661496850804
16060,TPGS1,3.8488137526667288,0.04978118729086653,1.0,0.5589427829238832
16061,TPGS2,2.5033024758167812,0.11360784116992219,1.0,0.6692770352460388
16062,TPH1,0.02312261793235848,0.8791386418415132,1.0,0.9796963328418327
16063,TPH2,4.587776723112256,0.03220075742110369,1.0,0.5007605965510611
16064,TPI1,0.8410389910281992,0.35909978787149854,1.0,0.8434944176157314
16065,TPK1,0.07485948918792928,0.7843884816427891,1.0,0.9579634314450766
16066,TPM1,0.010359507117527755,0.9189299801007091,1.0,0.9854480626580889
16067,TPM2,7.428408823292784,0.006420208662044343,1.0,0.3216322876861195
16068,TPM3,0.35161358752611704,0.5532011355368964,1.0,0.9050959920142491
16069,TPM4,8.706426629938278,0.0031709016121596323,1.0,0.27292847350324917
16070,TPMT,0.28630483944607477,0.5925982653422495,1.0,0.9137047931970637
16071,TPO,4.3783695673482725e-06,0.9983304633668935,1.0,0.9999577417027024
16072,TPP1,0.033062680264038136,0.8557149936493453,1.0,0.9750052503586564
16073,TPP2,0.4031771136608313,0.5254530077357676,1.0,0.9021855533050802
16074,TPPP,0.015123418921120901,0.9021250650908583,1.0,0.9832515316908331
16075,TPPP2,0.06069813802423596,0.8053958882190813,1.0,0.9639768707187804
16076,TPPP3,2.211775460675881,0.13696096452162376,1.0,0.6950722648342809
16077,TPR,0.1012744053014103,0.7503056248207007,1.0,0.9521237046446062
16078,TPRA1,0.38743271346902475,0.5336519728042128,1.0,0.9027774389072489
